[25Mar2024 17:51:34.881] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, A_Dev, --version, 1.20.1, --gameDir, C:/Users/Zelda/Documents/PrismLauncher/instances/TheBigSMP/.minecraft, --assetsDir, C:/Users/Zelda/AppData/Roaming/PrismLauncher/assets, --assetIndex, 5, --uuid, 5edcc20e57fd493b99050c49cdec52d2, --accessToken, ????????, --userType, msa, --versionType, release, --launchTarget, forgeclient, --fml.forgeVersion, 47.1.102, --fml.fmlVersion, 47.2.2, --fml.mcVersion, 1.20.1, --fml.mcpVersion, 20230612.114412, --width, 854, --height, 480]
[25Mar2024 17:51:34.885] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.10 by Oracle Corporation; OS Windows 11 arch amd64 version 10.0
[25Mar2024 17:51:36.084] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: Loading ImmediateWindowProvider fmlearlywindow
[25Mar2024 17:51:36.141] [main/INFO] [EARLYDISPLAY/]: Trying GL version 4.6
[25Mar2024 17:51:36.317] [main/INFO] [EARLYDISPLAY/]: Requested GL version 4.6 got version 4.6
[25Mar2024 17:51:36.403] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/Zelda/AppData/Roaming/PrismLauncher/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23152!/ Service=ModLauncher Env=CLIENT
[25Mar2024 17:51:36.469] [pool-2-thread-1/INFO] [EARLYDISPLAY/]: GL info: NVIDIA GeForce RTX 3050/PCIe/SSE2 GL version 4.6.0 NVIDIA 551.76, NVIDIA Corporation
[25Mar2024 17:51:37.832] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "MixinSquared-0.1.1.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14bf57b2
[25Mar2024 17:51:37.832] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "mixinextras-forge-0.2.0.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14bf57b2
[25Mar2024 17:51:37.832] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cumulus_menus-1.20.1-1.0.0-neoforge.jar" of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14bf57b2
[25Mar2024 17:51:37.832] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "create_dragon_lib-1.20.1-1.3.3.jar" of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14bf57b2
[25Mar2024 17:51:37.832] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "yabn-1.0.3.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14bf57b2
[25Mar2024 17:51:37.832] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "nitrogen_internals-1.20.1-1.0.2-neoforge.jar" of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14bf57b2
[25Mar2024 17:51:37.832] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "kfflang-4.10.0.jar" of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14bf57b2
[25Mar2024 17:51:37.832] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "saecularia-caudices-forge-1.0.23.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14bf57b2
[25Mar2024 17:51:37.832] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "puzzlesaccessapi-forge-8.0.7.jar" of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14bf57b2
[25Mar2024 17:51:37.832] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "MixinExtras-0.3.5.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14bf57b2
[25Mar2024 17:51:37.832] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "lz4-pure-java-1.8.0.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14bf57b2
[25Mar2024 17:51:37.832] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "kfflib-4.10.0.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14bf57b2
[25Mar2024 17:51:42.078] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[25Mar2024 17:51:42.171] [main/ERROR] [mixin/]: Mixin config dynamiclightsreforged.mixins.json does not specify "minVersion" property
[25Mar2024 17:51:42.282] [main/ERROR] [mixin/]: Mixin config okzoomer.mixins.json does not specify "minVersion" property
[25Mar2024 17:51:42.297] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [com.sonicether.soundphysics.MixinConnector]
[25Mar2024 17:51:42.299] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeclient' with arguments [--version, 1.20.1, --gameDir, C:\Users\Zelda\Documents\PrismLauncher\instances\TheBigSMP\.minecraft, --assetsDir, C:\Users\Zelda\AppData\Roaming\PrismLauncher\assets, --uuid, 5edcc20e57fd493b99050c49cdec52d2, --username, A_Dev, --assetIndex, 5, --accessToken, ????????, --userType, msa, --versionType, release, --width, 854, --height, 480]
[25Mar2024 17:51:42.330] [main/INFO] [Embeddium/]: Loaded configuration file for Embeddium: 219 options available, 3 override(s) found
[25Mar2024 17:51:42.334] [main/INFO] [Embeddium-GraphicsAdapterProbe/]: Searching for graphics cards...
[25Mar2024 17:51:42.533] [main/INFO] [Embeddium-GraphicsAdapterProbe/]: Found graphics card: GraphicsAdapterInfo[vendor=NVIDIA, name=NVIDIA GeForce RTX 3050, version=DriverVersion=31.0.15.5176]
[25Mar2024 17:51:42.540] [main/WARN] [Embeddium-Workarounds/]: Sodium has applied one or more workarounds to prevent crashes or other issues on your system: [NVIDIA_THREADED_OPTIMIZATIONS]
[25Mar2024 17:51:42.540] [main/WARN] [Embeddium-Workarounds/]: This is not necessarily an issue, but it may result in certain features or optimizations being disabled. You can sometimes fix these issues by upgrading your graphics driver.
[25Mar2024 17:51:42.552] [main/WARN] [mixin/]: Reference map 'chiselsandbits.refmap.json' for chisels-and-bits.mixins.json could not be read. If this is a development environment you can ignore this message
[25Mar2024 17:51:42.632] [main/WARN] [mixin/]: Reference map 'yungsextras.refmap.json' for yungsextras.mixins.json could not be read. If this is a development environment you can ignore this message
[25Mar2024 17:51:42.633] [main/WARN] [mixin/]: Reference map 'yungsextras.refmap.json' for yungsextras_forge.mixins.json could not be read. If this is a development environment you can ignore this message
[25Mar2024 17:51:42.779] [main/INFO] [Puzzles Lib/]: Loading 176 mods:
	- aether 1.20.1-1.2.0-neoforge
	- aiimprovements 0.5.2
	- alexscaves 1.1.4
	- alexsmobs 1.22.8
	- amendments 1.20-1.1.10
	- appleskin 2.5.1+mc1.20.1
	- architectury 9.2.14
	- ars_creo 4.1.0
	- ars_elemental 1.20.1-0.6.4.1
	- ars_nouveau 4.10.0
	- athena 3.1.2
	- attributefix 21.0.4
	- balm 7.2.2
	- betteradvancements 0.3.2.162
	- betteranimationscollection 8.0.0
	- betterdeserttemples 1.20-Forge-3.0.3
	- betterdungeons 1.20-Forge-4.0.3
	- betterendisland 1.20-Forge-2.0.5
	- betterfortresses 1.20-Forge-2.0.5
	- betterfpsdist 1.20.1-4.3
	- betterjungletemples 1.20-Forge-2.0.4
	- bettermineshafts 1.20-Forge-4.0.4
	- betteroceanmonuments 1.20-Forge-3.0.4
	- betterstrongholds 1.20-Forge-4.0.3
	- bettervillage 3.1.0
	- betterwitchhuts 1.20-Forge-3.0.3
	- biomesoplenty 18.0.0.598
	- boatiview 0.0.5
	- bookshelf 20.1.9
	- bountiful 6.0.3+1.20.1
	- caelus 3.1.0+1.20
	- callablehorses 1.3.0.1
	- canary 0.3.3
	- carryon 2.1.2.7
	- cfm 7.0.0-pre36
	- chat_heads 0.10.32
	- chipped 3.0.4
	- chiselsandbits 1.4.147
	- chunky 1.3.136
	- citadel 2.5.4
	- cloth_config 11.1.118
	- clumps 12.0.0.3
	- collective 7.40
	- comforts 6.3.5+1.20.1
	- connectivity 1.20.1-5.4
	- constructionwand 1.20.1-2.11
	- controlling 12.0.2
	- cookingforblockheads 16.0.3
	- corpse 1.20.1-1.0.12
	- cosmeticarmorreworked 1.20.1-v1a
	- craftingtweaks 18.2.3
	- create 0.5.1.f
	- create_central_kitchen 1.3.10
	- create_dragon_lib 1.3.3
	- create_sa 2.0.4.
	- createdeco 2.0.1-1.20.1-forge
	- createliquidfuel 2.1.0-1.20.1
	- cumulus_menus 1.20.1-1.0.0-neoforge
	- cupboard 1.20.1-2.6
	- curios 5.7.2+1.20.1
	- deeperdarker 1.2.1
	- deuf 1.20.1-1.3
	- dynamiclightsreforged 1.20.1_v1.6.0
	- easyanvils 8.0.2
	- easymagic 8.0.1
	- effecttooltips 9.0.2
	- elytraslot 6.3.0+1.20.1
	- embeddium 0.3.9+mc1.20.1
	- embeddium_extra 0.5.4.2+mc1.20.1-build.118
	- embeddiumplus 1.2.5
	- emotecraft 2.2.7-b.build.50
	- enchdesc 17.0.14
	- entityculling 1.6.2
	- farmersdelight 1.20.1-1.2.4
	- fastbench 8.0.4
	- fastleafdecay 31
	- ferritecore 6.0.1
	- flywheel 0.6.10-7
	- foodeffecttooltips 1.0.0
	- forge 47.1.102
	- framedblocks 9.2.1
	- framework 0.6.27
	- fusion 1.1.1
	- gamemenumodoption 2.2.1
	- geckolib 4.4.4
	- gjeb 1.3.0.32
	- guardvillagers 1.20.1-1.6.4
	- immediatelyfast 1.2.10+1.20.4
	- immersive_paintings 0.6.7+1.20.1
	- inventorypets 2.1.1
	- inventorysorter 23.0.1
	- ironchest 1.20.1-14.4.4
	- ironfurnaces 4.1.6
	- itemfilters 2001.1.0-build.59
	- jade 11.8.0
	- jadeaddons 5.2.2
	- jeg 0.2.0
	- jei 15.3.0.4
	- jeresources 1.4.0.247
	- justenoughprofessions 3.0.1
	- kambrik 6.1.1+1.20.1
	- konkrete 1.8.0
	- kotlinforforge 4.10.0
	- krypton 0.2.3
	- letmedespawn 1.2.0
	- libraryferret 4.0.0
	- lootr 0.7.32.79
	- mca 7.5.14+1.20.1
	- mcwbridges 2.1.1
	- mcwdoors 1.1.0
	- mcwfences 1.1.1
	- mcwtrpdoors 1.1.2
	- memoryleakfix 1.1.5
	- mighty_mail 1.0.14
	- minecraft 1.20.1
	- mixinextras 0.2.0
	- mixinsquared 0.1.1
	- modelfix 1.14
	- modernfix 5.14.0+mc1.20.1
	- moonlight 1.20-2.11.4
	- mousetweaks 2.25
	- mutantmonsters 8.0.7
	- naturescompass 1.20.1-1.11.2-forge
	- nitrogen_internals 1.20.1-1.0.2-neoforge
	- nochatreports 1.20.1-v2.2.2
	- notenoughanimations 1.7.1
	- notenoughcrashes 4.4.7+1.20.1
	- oculus 1.6.15a
	- okzoomer 3.0.1
	- pamhc2foodcore 1.0.5
	- pamhc2foodextended 0.0NONE
	- patchouli 1.20.1-84-FORGE
	- placebo 8.6.1
	- playeranimator 1.0.2-rc1+1.20
	- polymorph 0.49.2+1.20.1
	- puzzlesaccessapi 8.0.7
	- puzzlesapi 8.1.4
	- puzzleslib 8.1.17
	- quark 4.0-438
	- railways 1.5.3+forge-mc1.20.1
	- rechiseled 1.1.5c
	- rechiseledcreate 1.0.2
	- reeses_sodium_options 1.0.4
	- resourcefullib 2.1.23
	- rubidium 0.7.1
	- scena 1.0.103
	- searchables 1.0.2
	- sit 1.3.4
	- skinlayers3d 1.6.2
	- sliceanddice 3.2.0
	- smoothchunk 1.20.1-3.6
	- sophisticatedbackpacks 3.20.3.1029
	- sophisticatedcore 0.6.9.569
	- sound_physics_remastered 1.20.1-1.3.1
	- spark 1.10.53
	- spectrelib 0.13.15+1.20.1
	- storagedrawers 12.0.3
	- strawstatues 8.0.2
	- structureessentials 1.20.1-3.3
	- supermartijn642configlib 1.1.8
	- supermartijn642corelib 1.1.17
	- supplementaries 1.20-2.8.6
	- tectonic 2.2.1
	- terrablender 3.0.1.4
	- textrues_embeddium_options 0.1.5+mc1.20.1
	- torchmaster 20.1.5
	- twilightforest 4.3.2145
	- villagernames 7.3
	- visualworkbench 8.0.0
	- voicechat 1.20.1-2.5.9
	- waystones 14.1.3
	- xaerominimap 23.9.7
	- xaeroworldmap 1.37.8
	- yungsapi 1.20-Forge-4.0.4
	- yungsextras 1.20-Forge-4.0.3
	- zeta 1.0-14
[25Mar2024 17:51:42.782] [main/WARN] [mixin/]: Reference map 'createdeco-common-refmap.json' for createdeco-common.mixins.json could not be read. If this is a development environment you can ignore this message
[25Mar2024 17:51:42.782] [main/WARN] [mixin/]: Reference map 'createdeco-forge-refmap.json' for createdeco.mixins.json could not be read. If this is a development environment you can ignore this message
[25Mar2024 17:51:42.784] [main/WARN] [mixin/]: Reference map 'CreateLiquidFuel.refmap.json' for createliquidfuel.mixins.json could not be read. If this is a development environment you can ignore this message
[25Mar2024 17:51:42.854] [main/INFO] [ModernFix/]: Loaded configuration file for ModernFix 5.14.0+mc1.20.1: 74 options available, 0 override(s) found
[25Mar2024 17:51:42.855] [main/INFO] [ModernFix/]: Applying Nashorn fix
[25Mar2024 17:51:42.872] [main/INFO] [ModernFix/]: Applied Forge config corruption patch
[25Mar2024 17:51:42.908] [main/WARN] [mixin/]: Reference map 'immersive_paintings-common-refmap.json' for immersive_paintings.mixin.json could not be read. If this is a development environment you can ignore this message
[25Mar2024 17:51:42.932] [main/WARN] [mixin/]: Reference map 'nitrogen_internals.refmap.json' for nitrogen_internals.mixins.json could not be read. If this is a development environment you can ignore this message
[25Mar2024 17:51:43.005] [main/INFO] [Canary/]: Loaded configuration file for Canary: 116 options available, 0 override(s) found
[25Mar2024 17:51:43.013] [main/WARN] [mixin/]: Reference map 'cookingforblockheads.refmap.json' for cookingforblockheads.mixins.json could not be read. If this is a development environment you can ignore this message
[25Mar2024 17:51:43.031] [main/INFO] [Embeddium Extra/]: Loaded configuration file for Sodium Extra: 34 options available, 0 override(s) found
[25Mar2024 17:51:44.485] [main/WARN] [mixin/]: Error loading class: dev/latvian/mods/kubejs/recipe/RecipesEventJS (java.lang.ClassNotFoundException: dev.latvian.mods.kubejs.recipe.RecipesEventJS)
[25Mar2024 17:51:44.485] [main/WARN] [mixin/]: @Mixin target dev.latvian.mods.kubejs.recipe.RecipesEventJS was not found sliceanddice.mixins.json:RecipeEventJSMixin
[25Mar2024 17:51:44.628] [main/INFO] [net.minecraftforge.coremod.CoreMod.placebo/COREMODLOG]: Patching IForgeItemStack#getEnchantmentLevel
[25Mar2024 17:51:44.635] [main/INFO] [net.minecraftforge.coremod.CoreMod.placebo/COREMODLOG]: Patching IForgeItemStack#getEnchantmentLevel
[25Mar2024 17:51:45.121] [main/INFO] [com.cupboard.Cupboard/]: Loaded config for: structureessentials.json
[25Mar2024 17:51:45.392] [main/WARN] [mixin/]: Error loading class: vazkii/quark/addons/oddities/inventory/BackpackMenu (java.lang.ClassNotFoundException: vazkii.quark.addons.oddities.inventory.BackpackMenu)
[25Mar2024 17:51:45.427] [main/WARN] [mixin/]: Error loading class: dev/nolij/zume/lexforge18/ZumeKeyBind (java.lang.ClassNotFoundException: dev.nolij.zume.lexforge18.ZumeKeyBind)
[25Mar2024 17:51:45.427] [main/WARN] [mixin/]: @Mixin target dev.nolij.zume.lexforge18.ZumeKeyBind was not found embeddiumplus.mixin.json:zume.ZumeKeyBindsForgeMixin
[25Mar2024 17:51:45.429] [main/WARN] [mixin/]: Error loading class: dev/nolij/zume/lexforge/ZumeKeyBind (java.lang.ClassNotFoundException: dev.nolij.zume.lexforge.ZumeKeyBind)
[25Mar2024 17:51:45.429] [main/WARN] [mixin/]: @Mixin target dev.nolij.zume.lexforge.ZumeKeyBind was not found embeddiumplus.mixin.json:zume.ZumeKeyBindsForgeMixin
[25Mar2024 17:51:45.446] [main/WARN] [mixin/]: Error loading class: earth/terrarium/botarium/forge/BotariumForge (java.lang.ClassNotFoundException: earth.terrarium.botarium.forge.BotariumForge)
[25Mar2024 17:51:45.446] [main/WARN] [mixin/]: @Mixin target earth.terrarium.botarium.forge.BotariumForge was not found create_central_kitchen.mixins.json:common.botarium.BotariumForgeMixin
[25Mar2024 17:51:45.448] [main/WARN] [mixin/]: Error loading class: dan200/computercraft/shared/integration/MoreRedIntegration (java.lang.ClassNotFoundException: dan200.computercraft.shared.integration.MoreRedIntegration)
[25Mar2024 17:51:45.448] [main/WARN] [mixin/]: @Mixin target dan200.computercraft.shared.integration.MoreRedIntegration was not found create_central_kitchen.mixins.json:common.computercraft.MoreRedIntegrationMixin
[25Mar2024 17:51:45.484] [main/WARN] [mixin/]: Error loading class: com/sammy/minersdelight/content/block/copper_pot/CopperPotBlockEntity (java.lang.ClassNotFoundException: com.sammy.minersdelight.content.block.copper_pot.CopperPotBlockEntity)
[25Mar2024 17:51:45.484] [main/WARN] [mixin/]: @Mixin target com.sammy.minersdelight.content.block.copper_pot.CopperPotBlockEntity was not found create_central_kitchen.mixins.json:common.minersdelight.CopperPotBlockEntityMixin
[25Mar2024 17:51:45.486] [main/WARN] [mixin/]: Error loading class: com/sammy/minersdelight/content/block/sticky_basket/StickyBasketBlockEntity (java.lang.ClassNotFoundException: com.sammy.minersdelight.content.block.sticky_basket.StickyBasketBlockEntity)
[25Mar2024 17:51:45.486] [main/WARN] [mixin/]: @Mixin target com.sammy.minersdelight.content.block.sticky_basket.StickyBasketBlockEntity was not found create_central_kitchen.mixins.json:common.minersdelight.StickyBasketBlockEntityAccessor
[25Mar2024 17:51:45.487] [main/WARN] [mixin/]: Error loading class: com/sammy/minersdelight/content/block/sticky_basket/StickyBasketBlockEntity (java.lang.ClassNotFoundException: com.sammy.minersdelight.content.block.sticky_basket.StickyBasketBlockEntity)
[25Mar2024 17:51:45.487] [main/WARN] [mixin/]: @Mixin target com.sammy.minersdelight.content.block.sticky_basket.StickyBasketBlockEntity was not found create_central_kitchen.mixins.json:common.minersdelight.StickyBasketBlockEntityMixin
[25Mar2024 17:51:45.488] [main/WARN] [mixin/]: Error loading class: net/orcinus/overweightfarming/blocks/CropFullBlock (java.lang.ClassNotFoundException: net.orcinus.overweightfarming.blocks.CropFullBlock)
[25Mar2024 17:51:45.488] [main/WARN] [mixin/]: @Mixin target net.orcinus.overweightfarming.blocks.CropFullBlock was not found create_central_kitchen.mixins.json:common.overweightfarming.CropFullBlockMixin
[25Mar2024 17:51:45.496] [main/INFO] [memoryleakfix/]: [MemoryLeakFix] Will be applying 3 memory leak fixes!
[25Mar2024 17:51:45.496] [main/INFO] [memoryleakfix/]: [MemoryLeakFix] Currently enabled memory leak fixes: [targetEntityLeak, biomeTemperatureLeak, hugeScreenshotLeak]
[25Mar2024 17:51:45.510] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.world.sky.WorldRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [oculus]) disables it and children
[25Mar2024 17:51:45.510] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.world.sky.ClientWorldMixin' as rule 'mixin.features.render.world.sky' (added by mods [oculus]) disables it and children
[25Mar2024 17:51:45.510] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.world.sky.BackgroundRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [oculus]) disables it and children
[25Mar2024 17:51:45.511] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.gui.font.GlyphRendererMixin' as rule 'mixin.features.render.gui.font' (added by mods [oculus]) disables it and children
[25Mar2024 17:51:45.512] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.entity.shadows.EntityRenderDispatcherMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[25Mar2024 17:51:45.512] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.entity.fast_render.ModelPartMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[25Mar2024 17:51:45.512] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.entity.fast_render.CuboidMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[25Mar2024 17:51:45.512] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.entity.cull.EntityRendererMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[25Mar2024 17:51:45.778] [main/INFO] [MixinExtras|Service/]: Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.3.5).
[25Mar2024 17:51:45.937] [main/INFO] [mixin/]: Mixing client.MixinMinecraft from mixins/common/nochatreports.mixins.json into net.minecraft.client.Minecraft
[25Mar2024 17:51:47.290] [main/INFO] [mixin/]: Mixing client.MixinTitleScreen from mixins/common/nochatreports.mixins.json into net.minecraft.client.gui.screens.TitleScreen
[25Mar2024 17:51:47.313] [main/INFO] [mixin/]: Mixing client.MixinChatScreen from mixins/common/nochatreports.mixins.json into net.minecraft.client.gui.screens.ChatScreen
[25Mar2024 17:51:47.314] [main/INFO] [mixin/]: Renaming synthetic method lambda$onInit$4()Lnet/minecraft/network/chat/Component; to md2eaec5$lambda$onInit$4$0 in mixins/common/nochatreports.mixins.json:client.MixinChatScreen
[25Mar2024 17:51:47.314] [main/INFO] [mixin/]: Renaming synthetic method lambda$onInit$3(Lnet/minecraft/client/gui/components/Button;)V to md2eaec5$lambda$onInit$3$1 in mixins/common/nochatreports.mixins.json:client.MixinChatScreen
[25Mar2024 17:51:47.314] [main/INFO] [mixin/]: Renaming synthetic method lambda$onInit$2()Lnet/minecraft/network/chat/Component; to md2eaec5$lambda$onInit$2$2 in mixins/common/nochatreports.mixins.json:client.MixinChatScreen
[25Mar2024 17:51:47.314] [main/INFO] [mixin/]: Renaming synthetic method lambda$onInit$1(Lnet/minecraft/client/gui/components/Button;)V to md2eaec5$lambda$onInit$1$3 in mixins/common/nochatreports.mixins.json:client.MixinChatScreen
[25Mar2024 17:51:47.316] [main/INFO] [mixin/]: Renaming synthetic method lambda$onBeforeMessage$0(Ljava/lang/String;Lorg/spongepowered/asm/mixin/injection/callback/CallbackInfoReturnable;Lcom/aizistral/nochatreports/common/encryption/Encryptor;)V to md2eaec5$lambda$onBeforeMessage$0$4 in mixins/common/nochatreports.mixins.json:client.MixinChatScreen
[25Mar2024 17:51:47.484] [pool-18-thread-1/INFO] [net.minecraft.server.Bootstrap/]: ModernFix reached bootstrap stage (14.93 s after launch)
[25Mar2024 17:51:47.569] [pool-18-thread-1/WARN] [mixin/]: @Final field delegatesByName:Ljava/util/Map; in modernfix-forge.mixins.json:perf.forge_registry_alloc.ForgeRegistryMixin should be final
[25Mar2024 17:51:47.569] [pool-18-thread-1/WARN] [mixin/]: @Final field delegatesByValue:Ljava/util/Map; in modernfix-forge.mixins.json:perf.forge_registry_alloc.ForgeRegistryMixin should be final
[25Mar2024 17:51:47.601] [pool-18-thread-1/INFO] [net.minecraftforge.coremod.CoreMod.placebo/COREMODLOG]: Patching IForgeItemStack#getEnchantmentLevel
[25Mar2024 17:51:47.602] [pool-18-thread-1/INFO] [net.minecraftforge.coremod.CoreMod.placebo/COREMODLOG]: Patching IForgeItemStack#getEnchantmentLevel
[25Mar2024 17:51:47.629] [pool-18-thread-1/INFO] [ModernFix/]: Injecting BlockStateBase cache population hook into getNeighborPathNodeType from com.abdelaziz.canary.mixin.ai.pathing.BlockStateBaseMixin
[25Mar2024 17:51:47.629] [pool-18-thread-1/INFO] [ModernFix/]: Injecting BlockStateBase cache population hook into getPathNodeType from com.abdelaziz.canary.mixin.ai.pathing.BlockStateBaseMixin
[25Mar2024 17:51:48.570] [pool-18-thread-1/INFO] [net.minecraft.server.Bootstrap/]: Vanilla bootstrap took 1083 milliseconds
[25Mar2024 17:51:48.631] [pool-18-thread-1/INFO] [mixin/]: Mixing common.MixinFriendlyByteBuf from mixins/common/nochatreports.mixins.json into net.minecraft.network.FriendlyByteBuf
[25Mar2024 17:51:48.631] [pool-18-thread-1/INFO] [mixin/]: Renaming synthetic method lambda$onWriteJsonWithCodec$1(Ljava/lang/Object;Ljava/lang/String;)Lio/netty/handler/codec/EncoderException; to md2eaec5$lambda$onWriteJsonWithCodec$1$0 in mixins/common/nochatreports.mixins.json:common.MixinFriendlyByteBuf
[25Mar2024 17:51:48.631] [pool-18-thread-1/INFO] [mixin/]: Renaming synthetic method lambda$onReadJsonWithCodec$0(Ljava/lang/String;)Lio/netty/handler/codec/DecoderException; to md2eaec5$lambda$onReadJsonWithCodec$0$1 in mixins/common/nochatreports.mixins.json:common.MixinFriendlyByteBuf
[25Mar2024 17:51:49.083] [pool-18-thread-1/INFO] [net.minecraftforge.coremod.CoreMod.placebo/COREMODLOG]: Patching IForgeItemStack#getEnchantmentLevel
[25Mar2024 17:51:49.083] [pool-18-thread-1/INFO] [net.minecraftforge.coremod.CoreMod.placebo/COREMODLOG]: Patching IForgeItemStack#getEnchantmentLevel
[25Mar2024 17:51:50.114] [pool-18-thread-1/WARN] [mixin/]: @Final field f_26027_:Lnet/minecraft/world/entity/ai/targeting/TargetingConditions; in guardvillagers.mixins.json:DefendVillageGoalGolemMixin should be final
[25Mar2024 17:51:50.483] [pool-18-thread-1/INFO] [mixin/]: Mixing server.MixinServerGamePacketListenerImpl from mixins/common/nochatreports.mixins.json into net.minecraft.server.network.ServerGamePacketListenerImpl
[25Mar2024 17:51:51.870] [Render thread/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/C:/Users/Zelda/AppData/Roaming/PrismLauncher/libraries/net/minecraft/client/1.20.1-20230612.114412/client-1.20.1-20230612.114412-srg.jar%23478!/assets/.mcassetsroot' uses unexpected schema
[25Mar2024 17:51:51.870] [Render thread/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/C:/Users/Zelda/AppData/Roaming/PrismLauncher/libraries/net/minecraft/client/1.20.1-20230612.114412/client-1.20.1-20230612.114412-srg.jar%23478!/data/.mcassetsroot' uses unexpected schema
[25Mar2024 17:51:51.893] [Render thread/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[25Mar2024 17:51:52.273] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Setting user: A_Dev
[25Mar2024 17:51:52.343] [Render thread/INFO] [ModernFix/]: Bypassed Mojang DFU
[25Mar2024 17:51:52.343] [Render thread/INFO] [mixin/]: Mixing client.MixinToastComponent from mixins/common/nochatreports.mixins.json into net.minecraft.client.gui.components.toasts.ToastComponent
[25Mar2024 17:51:52.348] [Render thread/INFO] [mixin/]: Mixing client.MixinOptions from mixins/common/nochatreports.mixins.json into net.minecraft.client.Options
